序号,学科门类,门类代码,一级学科名称,学科代码,评估结果,院校名称,学校代码,评估百分位,评估名次,评估档次,全国“博士授权”高校总数,本次参评“博士授权”高校数,本次参评高校总数,双一流学科
3999,农学,9,水产,908,C,天津农学院,10061,50%-60%,前9-11名,8档,9,8,19,
3507,工学,8,生物医学工程,831,C+,天津医科大学,10062,40%-50%,前28-35名,7档,35,32,70,
4028,医学,10,基础医学,1001,B+,天津医科大学,10062,10%-20%,前7-15名,4档,43,38,78,
4092,医学,10,临床医学,1002,B,天津医科大学,10062,20%-30%,前17-25名,5档,52,48,86,临床医学（自定）
4146,医学,10,口腔医学,1003,B-,天津医科大学,10062,30%-40%,前11-15名,6档,16,15,39,
4179,医学,10,公共卫生与预防医学,1004,B-,天津医科大学,10062,30%-40%,前16-21名,6档,34,32,54,
4241,医学,10,中西医结合,1006,B-,天津医科大学,10062,30%-40%,前16-21名,6档,32,32,54,
4283,医学,10,药学,1007,B,天津医科大学,10062,20%-30%,前20-31名,5档,41,37,104,
4375,医学,10,护理学,1011,B,天津医科大学,10062,20%-30%,前11-17名,5档,23,22,59,
221,经济学,2,应用经济学,202,C,天津商业大学,10069,50%-60%,前77-93名,8档,66,58,155,
2357,工学,8,动力工程及工程热物理,807,C-,天津商业大学,10069,60%-70%,前50-58名,9档,43,42,84,
4660,管理学,12,工商管理,1202,C,天津商业大学,10069,50%-60%,前120-144名,8档,65,63,240,
2977,工学,8,土木工程,814,C+,天津城建大学,10792,40%-50%,前53-67名,7档,56,54,134,
3611,工学,8,城乡规划学,833,C,天津城建大学,10792,50%-60%,前25-30名,8档,13,13,51,
4535,管理学,12,管理科学与工程,1201,C-,天津城建大学,10792,60%-70%,前112-130名,9档,90,85,187,
860,文学,5,中国语言文学,501,C-,天津外国语大学,10068,60%-70%,前88-103名,9档,65,64,148,
909,文学,5,外国语言文学,502,B,天津外国语大学,10068,20%-30%,前29-44名,5档,41,38,163,
632,教育学,4,教育学,401,B,天津大学,10056,20%-30%,前20-30名,5档,31,30,101,
1880,工学,8,力学,801,A-,天津大学,10056,5%-10%,前4-8名,3档,53,52,80,
1936,工学,8,机械工程,802,A,天津大学,10056,2%-5%,前9名,2档,93,89,189,
2065,工学,8,光学工程,803,A,天津大学,10056,2%-5%,前4名,2档,39,36,80,
2122,工学,8,仪器科学与技术,804,A,天津大学,10056,2%-5%,前3名,2档,32,29,73,
2181,工学,8,材料科学与工程,805,A-,天津大学,10056,5%-10%,前8-17名,3档,93,89,172,材料科学与工程
2311,工学,8,动力工程及工程热物理,807,A-,天津大学,10056,5%-10%,前4-8名,3档,43,42,84,
2374,工学,8,电气工程,808,B+,天津大学,10056,10%-20%,前8-16名,4档,40,39,84,
2437,工学,8,电子科学与技术,809,B+,天津大学,10056,10%-20%,前10-21名,4档,52,49,106,
2512,工学,8,信息与通信工程,810,B+,天津大学,10056,10%-20%,前13-27名,4档,64,61,137,
2612,工学,8,控制科学与工程,811,B+,天津大学,10056,10%-20%,前16-32名,4档,67,64,162,
2735,工学,8,计算机科学与技术,812,B+,天津大学,10056,10%-20%,前23-47名,4档,77,75,238,
2878,工学,8,建筑学,813,A-,天津大学,10056,5%-10%,前2-5名,3档,16,16,54,
2919,工学,8,土木工程,814,A-,天津大学,10056,5%-10%,前6-13名,3档,56,54,134,
3009,工学,8,水利工程,815,A-,天津大学,10056,5%-10%,前2-4名,3档,24,24,49,
3064,工学,8,化学工程与技术,817,A+,天津大学,10056,前2%,前2名,1档,54,51,144,化学工程与技术
3284,工学,8,船舶与海洋工程,824,B,天津大学,10056,20%-30%,前3-5名,5档,13,12,18,
3376,工学,8,环境科学与工程,830,A-,天津大学,10056,5%-10%,前7-15名,3档,60,57,155,
3486,工学,8,生物医学工程,831,B+,天津大学,10056,10%-20%,前7-14名,4档,35,32,70,
3584,工学,8,城乡规划学,833,A-,天津大学,10056,5%-10%,前2-5名,3档,13,13,51,
3622,工学,8,风景园林学,834,B+,天津大学,10056,10%-20%,前5-11名,4档,20,20,56,
3664,工学,8,软件工程,835,A-,天津大学,10056,5%-10%,前8-16名,3档,46,45,165,
4409,管理学,12,管理科学与工程,1201,A,天津大学,10056,2%-5%,前9名,2档,90,85,187,管理科学与工程
4564,管理学,12,工商管理,1202,B+,天津大学,10056,10%-20%,前24-48名,4档,65,63,240,
4751,管理学,12,公共管理,1204,B+,天津大学,10056,10%-20%,前14-28名,4档,43,27,143,
220,经济学,2,应用经济学,202,C,天津工业大学,10058,50%-60%,前77-93名,8档,66,58,155,
2008,工学,8,机械工程,802,C+,天津工业大学,10058,40%-50%,前75-94名,7档,93,89,189,
2223,工学,8,材料科学与工程,805,B-,天津工业大学,10058,30%-40%,前51-68名,6档,93,89,172,
2477,工学,8,电子科学与技术,809,C,天津工业大学,10058,50%-60%,前53-63名,8档,52,49,106,
2567,工学,8,信息与通信工程,810,C,天津工业大学,10058,50%-60%,前68-82名,8档,64,61,137,
2658,工学,8,控制科学与工程,811,C+,天津工业大学,10058,40%-50%,前64-81名,7档,67,64,162,
2782,工学,8,计算机科学与技术,812,B-,天津工业大学,10058,30%-40%,前71-95名,6档,77,75,238,
3124,工学,8,化学工程与技术,817,C+,天津工业大学,10058,40%-50%,前57-72名,7档,54,51,144,
3218,工学,8,纺织科学与工程,821,A+,天津工业大学,10058,前2%,前2名,1档,7,7,17,纺织科学与工程
3432,工学,8,环境科学与工程,830,C+,天津工业大学,10058,40%-50%,前62-77名,7档,60,57,155,
3723,工学,8,软件工程,835,C+,天津工业大学,10058,40%-50%,前66-82名,7档,46,45,165,
4499,管理学,12,管理科学与工程,1201,C,天津工业大学,10058,50%-60%,前93-112名,8档,90,85,187,
4686,管理学,12,工商管理,1202,C-,天津工业大学,10058,60%-70%,前144-168名,9档,65,63,240,
5097,艺术学,13,设计学,1305,C,天津工业大学,10058,50%-60%,前47-56名,8档,16,16,94,
304,法学,3,法学,301,C,天津师范大学,10065,50%-60%,前72-86名,8档,40,38,144,
338,法学,3,政治学,302,B+,天津师范大学,10065,10%-20%,前7-15名,4档,30,28,76,
474,法学,3,马克思主义理论,305,B+,天津师范大学,10065,10%-20%,前23-46名,4档,93,83,231,
633,教育学,4,教育学,401,B,天津师范大学,10065,20%-30%,前20-30名,5档,31,30,101,
686,教育学,4,心理学,402,B+,天津师范大学,10065,10%-20%,前5-10名,4档,24,23,51,
800,文学,5,中国语言文学,501,B,天津师范大学,10065,20%-30%,前29-44名,5档,65,64,148,
941,文学,5,外国语言文学,502,C+,天津师范大学,10065,40%-50%,前59-74名,7档,41,38,163,
1024,文学,5,新闻传播学,503,C+,天津师范大学,10065,40%-50%,前32-40名,7档,17,17,81,
1102,历史学,6,中国史,602,C+,天津师范大学,10065,40%-50%,前32-41名,7档,48,48,82,
1133,历史学,6,世界史,603,B+,天津师范大学,10065,10%-20%,前5-11名,4档,31,31,58,
1278,理学,7,数学,701,C-,天津师范大学,10065,60%-70%,前109-127名,9档,76,69,182,
1360,理学,7,物理学,702,C,天津师范大学,10065,50%-60%,前63-76名,8档,64,56,127,
1461,理学,7,化学,703,C,天津师范大学,10065,50%-60%,前75-90名,8档,69,66,150,
1525,理学,7,地理学,705,C,天津师范大学,10065,50%-60%,前30-36名,8档,31,29,60,
1666,理学,7,生物学,710,C,天津师范大学,10065,50%-60%,前80-96名,8档,91,75,161,
4861,管理学,12,图书情报与档案管理,1205,C-,天津师范大学,10065,60%-70%,前23-27名,9档,11,10,39,
2111,工学,8,光学工程,803,C-,天津理工大学,10060,60%-70%,前48-56名,9档,39,36,80,
2224,工学,8,材料科学与工程,805,B-,天津理工大学,10060,30%-40%,前51-68名,6档,93,89,172,
2417,工学,8,电气工程,808,C-,天津理工大学,10060,60%-70%,前50-58名,9档,40,39,84,
2478,工学,8,电子科学与技术,809,C,天津理工大学,10060,50%-60%,前53-63名,8档,52,49,106,
2580,工学,8,信息与通信工程,810,C-,天津理工大学,10060,60%-70%,前82-95名,9档,64,61,137,
2660,工学,8,控制科学与工程,811,C+,天津理工大学,10060,40%-50%,前64-81名,7档,67,64,162,
2756,工学,8,计算机科学与技术,812,B,天津理工大学,10060,20%-30%,前47-71名,5档,77,75,238,
3125,工学,8,化学工程与技术,817,C+,天津理工大学,10060,40%-50%,前57-72名,7档,54,51,144,
3706,工学,8,软件工程,835,B-,天津理工大学,10060,30%-40%,前49-66名,6档,46,45,165,
4446,管理学,12,管理科学与工程,1201,B,天津理工大学,10060,20%-30%,前37-56名,5档,90,85,187,
4659,管理学,12,工商管理,1202,C,天津理工大学,10060,50%-60%,前120-144名,8档,65,63,240,
2026,工学,8,机械工程,802,C,天津科技大学,10057,50%-60%,前94-113名,8档,93,89,189,
2163,工学,8,仪器科学与技术,804,C-,天津科技大学,10057,60%-70%,前43-51名,9档,32,29,73,
3123,工学,8,化学工程与技术,817,C+,天津科技大学,10057,40%-50%,前57-72名,7档,54,51,144,
3231,工学,8,轻工技术与工程,822,B+,天津科技大学,10057,10%-20%,前2-4名,4档,9,9,24,
3460,工学,8,环境科学与工程,830,C-,天津科技大学,10057,60%-70%,前93-108名,9档,60,57,155,
3534,工学,8,食品科学与工程,832,B+,天津科技大学,10057,10%-20%,前7-15名,4档,27,26,79,
4314,医学,10,药学,1007,C+,天津科技大学,10057,40%-50%,前41-52名,7档,41,37,104,
4498,管理学,12,管理科学与工程,1201,C,天津科技大学,10057,50%-60%,前93-112名,8档,90,85,187,
4685,管理学,12,工商管理,1202,C-,天津科技大学,10057,60%-70%,前144-168名,9档,65,63,240,
4993,艺术学,13,美术学,1304,B+,天津美术学院,10073,10%-20%,前9-18名,4档,15,15,93,
5077,艺术学,13,设计学,1305,B-,天津美术学院,10073,30%-40%,前28-37名,6档,16,16,94,
671,教育学,4,教育学,401,C,天津职业技术师范大学,10066,50%-60%,前50-60名,8档,31,30,101,
2046,工学,8,机械工程,802,C-,天津职业技术师范大学,10066,60%-70%,前113-132名,9档,93,89,189,
2691,工学,8,控制科学与工程,811,C-,天津职业技术师范大学,10066,60%-70%,前97-113名,9档,67,64,162,
98,经济学,2,理论经济学,201,C+,天津财经大学,10070,40%-50%,前36-45名,7档,39,38,90,
139,经济学,2,应用经济学,202,B+,天津财经大学,10070,10%-20%,前15-31名,4档,66,58,155,
4463,管理学,12,管理科学与工程,1201,B-,天津财经大学,10070,30%-40%,前56-74名,6档,90,85,187,
4565,管理学,12,工商管理,1202,B+,天津财经大学,10070,10%-20%,前24-48名,4档,65,63,240,
4807,管理学,12,公共管理,1204,C,天津财经大学,10070,50%-60%,前71-85名,8档,43,27,143,
4906,艺术学,13,音乐与舞蹈学,1302,B+,天津音乐学院,10072,10%-20%,前6-13名,4档,11,11,69,
1907,工学,8,力学,801,C+,太原理工大学,10112,40%-50%,前32-40名,7档,53,52,80,
1953,工学,8,机械工程,802,B+,太原理工大学,10112,10%-20%,前18-37名,4档,93,89,189,
2096,工学,8,光学工程,803,C+,太原理工大学,10112,40%-50%,前32-40名,7档,39,36,80,
2226,工学,8,材料科学与工程,805,B-,太原理工大学,10112,30%-40%,前51-68名,6档,93,89,172,
2359,工学,8,动力工程及工程热物理,807,C-,太原理工大学,10112,60%-70%,前50-58名,9档,43,42,84,
2391,工学,8,电气工程,808,B-,太原理工大学,10112,30%-40%,前25-33名,6档,40,39,84,
2468,工学,8,电子科学与技术,809,C+,太原理工大学,10112,40%-50%,前42-53名,7档,52,49,106,
2693,工学,8,控制科学与工程,811,C-,太原理工大学,10112,60%-70%,前97-113名,9档,67,64,162,
2784,工学,8,计算机科学与技术,812,B-,太原理工大学,10112,30%-40%,前71-95名,6档,77,75,238,
2953,工学,8,土木工程,814,B-,太原理工大学,10112,30%-40%,前40-53名,6档,56,54,134,
3027,工学,8,水利工程,815,C+,太原理工大学,10112,40%-50%,前19-24名,7档,24,24,49,
3079,工学,8,化学工程与技术,817,B+,太原理工大学,10112,10%-20%,前14-28名,4档,54,51,144,化学工程与技术（自定）
3188,工学,8,地质资源与地质工程,818,C-,太原理工大学,10112,60%-70%,前22-26名,9档,27,26,38,
3197,工学,8,矿业工程,819,B,太原理工大学,10112,20%-30%,前5-8名,5档,18,18,28,
3416,工学,8,环境科学与工程,830,B-,太原理工大学,10112,30%-40%,前46-62名,6档,60,57,155,
3513,工学,8,生物医学工程,831,C,太原理工大学,10112,50%-60%,前35-42名,8档,35,32,70,
3757,工学,8,软件工程,835,C-,太原理工大学,10112,60%-70%,前99-115名,9档,46,45,165,
3790,工学,8,安全科学与工程,837,B-,太原理工大学,10112,30%-40%,前15-20名,6档,20,20,52,
1970,工学,8,机械工程,802,B,太原科技大学,10109,20%-30%,前37-56名,5档,93,89,189,
2239,工学,8,材料科学与工程,805,C+,太原科技大学,10109,40%-50%,前68-86名,7档,93,89,172,
2692,工学,8,控制科学与工程,811,C-,太原科技大学,10109,60%-70%,前97-113名,9档,67,64,162,
4065,医学,10,基础医学,1001,C,宁夏医科大学,10752,50%-60%,前39-46名,8档,43,38,78,
4115,医学,10,临床医学,1002,C+,宁夏医科大学,10752,40%-50%,前34-43名,7档,52,48,86,
439,法学,3,民族学,304,B-,宁夏大学,10749,30%-40%,前9-12名,6档,15,14,31,
871,文学,5,中国语言文学,501,C-,宁夏大学,10749,60%-70%,前88-103名,9档,65,64,148,
988,文学,5,外国语言文学,502,C-,宁夏大学,10749,60%-70%,前88-103名,9档,41,38,163,
1256,理学,7,数学,701,C+,宁夏大学,10749,40%-50%,前72-91名,7档,76,69,182,
1696,理学,7,生物学,710,C-,宁夏大学,10749,60%-70%,前96-112名,9档,91,75,161,
1788,理学,7,生态学,713,C,宁夏大学,10749,50%-60%,前50-60名,8档,57,48,100,
3028,工学,8,水利工程,815,C+,宁夏大学,10749,40%-50%,前19-24名,7档,24,24,49,
4012,农学,9,草学,909,B-,宁夏大学,10749,30%-40%,前7-10名,6档,14,13,26,
197,经济学,2,应用经济学,202,C+,宁波大学,11646,40%-50%,前62-77名,7档,66,58,155,
300,法学,3,法学,301,C+,宁波大学,11646,40%-50%,前57-72名,7档,40,38,144,
609,法学,3,马克思主义理论,305,C-,宁波大学,11646,60%-70%,前138-161名,9档,93,83,231,
660,教育学,4,教育学,401,C+,宁波大学,11646,40%-50%,前40-50名,7档,31,30,101,
747,教育学,4,体育学,403,B-,宁波大学,11646,30%-40%,前23-31名,6档,21,21,78,
921,文学,5,外国语言文学,502,B,宁波大学,11646,20%-30%,前29-44名,5档,41,38,163,
1239,理学,7,数学,701,B-,宁波大学,11646,30%-40%,前54-72名,6档,76,69,182,
1371,理学,7,物理学,702,C,宁波大学,11646,50%-60%,前63-76名,8档,64,56,127,
1489,理学,7,化学,703,C-,宁波大学,11646,60%-70%,前90-105名,9档,69,66,150,
1922,工学,8,力学,801,C,宁波大学,11646,50%-60%,前40-48名,8档,53,52,80,力学
2548,工学,8,信息与通信工程,810,B-,宁波大学,11646,30%-40%,前41-54名,6档,64,61,137,
2993,工学,8,土木工程,814,C,宁波大学,11646,50%-60%,前67-80名,8档,56,54,134,
3575,工学,8,食品科学与工程,832,C,宁波大学,11646,50%-60%,前39-47名,8档,27,26,79,
3994,农学,9,水产,908,B,宁波大学,11646,20%-30%,前3-5名,5档,9,8,19,
4212,医学,10,中医学,1005,B-,安徽中医药大学,10369,30%-40%,前11-14名,6档,20,20,37,
4249,医学,10,中西医结合,1006,C+,安徽中医药大学,10369,40%-50%,前21-27名,7档,32,32,54,
4326,医学,10,药学,1007,C-,安徽中医药大学,10369,60%-70%,前62-72名,9档,41,37,104,
4349,医学,10,中药学,1008,B-,安徽中医药大学,10369,30%-40%,前12-17名,6档,24,22,43,
1624,理学,7,生物学,710,B,安徽农业大学,10364,20%-30%,前32-48名,5档,91,75,161,
1751,理学,7,生态学,713,B-,安徽农业大学,10364,30%-40%,前30-40名,6档,57,48,100,
3577,工学,8,食品科学与工程,832,C-,安徽农业大学,10364,60%-70%,前47-55名,9档,27,26,79,
3651,工学,8,风景园林学,834,C-,安徽农业大学,10364,60%-70%,前33-39名,9档,20,20,56,
3827,农学,9,作物学,901,C+,安徽农业大学,10364,40%-50%,前16-21名,7档,30,30,42,
3850,农学,9,园艺学,902,B-,安徽农业大学,10364,30%-40%,前10-14名,6档,21,21,36,
3884,农学,9,农业资源与环境,903,C-,安徽农业大学,10364,60%-70%,前20-23名,9档,19,18,34,
3902,农学,9,植物保护,904,C+,安徽农业大学,10364,40%-50%,前14-17名,7档,24,20,35,
3933,农学,9,畜牧学,905,C,安徽农业大学,10364,50%-60%,前22-26名,8档,30,28,44,
3984,农学,9,林学,907,C,安徽农业大学,10364,50%-60%,前15-18名,8档,18,18,30,
715,教育学,4,心理学,402,C-,安徽医科大学,10366,60%-70%,前30-35名,9档,24,23,51,
1689,理学,7,生物学,710,C-,安徽医科大学,10366,60%-70%,前96-112名,9档,91,75,161,
4053,医学,10,基础医学,1001,C+,安徽医科大学,10366,40%-50%,前31-39名,7档,43,38,78,
4105,医学,10,临床医学,1002,B-,安徽医科大学,10366,30%-40%,前25-34名,6档,52,48,86,
4154,医学,10,口腔医学,1003,C,安徽医科大学,10366,50%-60%,前19-23名,8档,16,15,39,
4176,医学,10,公共卫生与预防医学,1004,B,安徽医科大学,10366,20%-30%,前10-16名,5档,34,32,54,
4288,医学,10,药学,1007,B,安徽医科大学,10366,20%-30%,前20-31名,5档,41,37,104,
4391,医学,10,护理学,1011,C+,安徽医科大学,10366,40%-50%,前23-29名,7档,23,22,59,
4828,管理学,12,公共管理,1204,C-,安徽医科大学,10366,60%-70%,前85-100名,9档,43,27,143,
36,哲学,1,哲学,101,C+,安徽大学,10357,40%-50%,前33-42名,7档,48,38,84,
108,经济学,2,理论经济学,201,C,安徽大学,10357,50%-60%,前45-54名,8档,39,38,90,
162,经济学,2,应用经济学,202,B,安徽大学,10357,20%-30%,前31-46名,5档,66,58,155,
264,法学,3,法学,301,B,安徽大学,10357,20%-30%,前28-43名,5档,40,38,144,
411,法学,3,社会学,303,C+,安徽大学,10357,40%-50%,前26-32名,7档,24,24,65,
531,法学,3,马克思主义理论,305,B-,安徽大学,10357,30%-40%,前69-92名,6档,93,83,231,
820,文学,5,中国语言文学,501,B-,安徽大学,10357,30%-40%,前44-59名,6档,65,64,148,
948,文学,5,外国语言文学,502,C+,安徽大学,10357,40%-50%,前59-74名,7档,41,38,163,
1006,文学,5,新闻传播学,503,B,安徽大学,10357,20%-30%,前16-24名,5档,17,17,81,
1068,历史学,6,考古学,601,C-,安徽大学,10357,60%-70%,前21-25名,9档,21,21,36,
1113,历史学,6,中国史,602,C,安徽大学,10357,50%-60%,前41-49名,8档,48,48,82,
1210,理学,7,数学,701,B,安徽大学,10357,20%-30%,前36-54名,5档,76,69,182,
1378,理学,7,物理学,702,C-,安徽大学,10357,60%-70%,前76-88名,9档,64,56,127,
1436,理学,7,化学,703,B-,安徽大学,10357,30%-40%,前45-60名,6档,69,66,150,
1678,理学,7,生物学,710,C,安徽大学,10357,50%-60%,前80-96名,8档,91,75,161,
1745,理学,7,生态学,713,B,安徽大学,10357,20%-30%,前20-30名,5档,57,48,100,
1817,理学,7,统计学,714,B,安徽大学,10357,20%-30%,前24-36名,5档,54,51,120,
2115,工学,8,光学工程,803,C-,安徽大学,10357,60%-70%,前48-56名,9档,39,36,80,
2267,工学,8,材料科学与工程,805,C,安徽大学,10357,50%-60%,前86-103名,8档,93,89,172,材料科学与工程（自定）
2457,工学,8,电子科学与技术,809,B-,安徽大学,10357,30%-40%,前31-42名,6档,52,49,106,
2669,工学,8,控制科学与工程,811,C+,安徽大学,10357,40%-50%,前64-81名,7档,67,64,162,
2770,工学,8,计算机科学与技术,812,B,安徽大学,10357,20%-30%,前47-71名,5档,77,75,238,
3467,工学,8,环境科学与工程,830,C-,安徽大学,10357,60%-70%,前93-108名,9档,60,57,155,
3712,工学,8,软件工程,835,B-,安徽大学,10357,30%-40%,前49-66名,6档,46,45,165,
223,经济学,2,应用经济学,202,C-,安徽工业大学,10360,60%-70%,前93-108名,9档,66,58,155,
574,法学,3,马克思主义理论,305,C,安徽工业大学,10360,50%-60%,前115-138名,8档,93,83,231,
